shape_id,lat,lon,shape_pt_sequence,shape_dist_traveled
510_0_323,32.70423126,-117.15313721,120010,14.030000
510_0_323,32.70448685,-117.15309143,120011,14.047000
510_0_323,32.70486450,-117.15294647,120012,14.075000
510_0_323,32.70507050,-117.15290833,120013,14.089000
510_0_323,32.70523071,-117.15293121,120014,14.100000
510_0_323,32.70561981,-117.15313721,120015,14.130000
510_0_323,32.70574951,-117.15321350,120016,14.140000
510_0_323,32.70574951,-117.15321350,130001,14.140000
510_0_323,32.70620728,-117.15347290,130002,14.175000
510_0_323,32.70655441,-117.15365601,130003,14.201000
510_0_323,32.70666122,-117.15368652,130004,14.209000
510_0_323,32.70681763,-117.15370941,130005,14.219000
510_0_323,32.70762634,-117.15370941,130006,14.275000
510_0_323,32.70850754,-117.15370941,130007,14.336000
510_0_323,32.71122360,-117.15372467,130008,14.523000
510_0_323,32.71122360,-117.15372467,140001,14.523000
510_0_323,32.71215057,-117.15373230,140002,14.587000
510_0_323,32.71563721,-117.15377045,140003,14.827000
510_0_323,32.71570587,-117.15379333,140004,14.832000
510_0_323,32.71661758,-117.15449524,140005,14.907000
510_0_323,32.71661758,-117.15449524,150001,14.907000
510_0_323,32.71665573,-117.15452576,150002,14.910000
510_0_323,32.71671295,-117.15458679,150003,14.916000
510_0_323,32.71673584,-117.15465546,150004,14.920000
510_0_323,32.71673965,-117.15497589,150005,14.938000
510_0_323,32.71672440,-117.15598297,150006,14.997000
510_0_323,32.71672821,-117.15658569,150007,15.032000
510_0_323,32.71675491,-117.15703583,150008,15.058000
510_0_323,32.71674347,-117.15985870,150009,15.223000
510_0_323,32.71674347,-117.15985870,160001,15.223000
510_0_323,32.71673203,-117.16258240,160002,15.381000
510_0_323,32.71673203,-117.16258240,170001,15.381000
510_0_323,32.71671295,-117.16661835,170002,15.617000
510_0_323,32.71672440,-117.16742706,170003,15.664000
510_0_323,32.71675491,-117.16829681,170004,15.714000
510_0_323,32.71675491,-117.16851044,170005,15.727000
510_0_323,32.71670914,-117.16863251,170006,15.735000
510_0_323,32.71665573,-117.16869354,170007,15.740000
510_0_323,32.71644211,-117.16880798,170008,15.756000
530_2_337,32.70521164,-117.15375519,10001,0.000000
530_2_337,32.70520401,-117.15582275,10002,0.120000
530_2_337,32.70521927,-117.15623474,10003,0.145000
530_2_337,32.70528793,-117.15666199,10004,0.170000
530_2_337,32.70540619,-117.15703583,10005,0.193000
530_2_337,32.70553589,-117.15731049,10006,0.211000
530_2_337,32.70690918,-117.15977478,10007,0.384000
530_2_337,32.70690918,-117.15977478,20001,0.384000
530_2_337,32.70719147,-117.16027832,20002,0.419000
530_2_337,32.70903397,-117.16362000,20003,0.651000
530_2_337,32.70903397,-117.16362000,30001,0.651000
530_2_337,32.70909119,-117.16372681,30002,0.659000
530_2_337,32.70926285,-117.16409302,30003,0.683000
530_2_337,32.71016312,-117.16581726,30004,0.801000
530_2_337,32.71109390,-117.16750336,30005,0.918000
530_2_337,32.71121979,-117.16770172,30006,0.933000
530_2_337,32.71153259,-117.16814423,30007,0.966000
530_2_337,32.71186066,-117.16851807,30008,0.997000
530_2_337,32.71208954,-117.16873169,30009,1.018000
530_2_337,32.71208954,-117.16873169,40001,1.018000
530_2_337,32.71224213,-117.16887665,40002,1.031000
530_2_337,32.71249390,-117.16906738,40003,1.052000
530_2_337,32.71283722,-117.16929626,40004,1.079000
530_2_337,32.71322632,-117.16949463,40005,1.108000
530_2_337,32.71364975,-117.16965485,40006,1.139000
530_2_337,32.71438599,-117.16984558,40007,1.191000
530_2_337,32.71480942,-117.16991425,40008,1.220000
530_2_337,32.71532822,-117.16992950,40009,1.256000
530_2_337,32.71559525,-117.16991425,40010,1.274000
530_2_337,32.71577454,-117.16992950,40011,1.287000
530_2_337,32.71600342,-117.16992188,40012,1.303000
530_2_337,32.71643066,-117.16983032,40013,1.332000
530_2_337,32.71736908,-117.16982269,40014,1.397000
530_2_337,32.71736908,-117.16982269,50001,1.397000
530_2_337,32.71740723,-117.16982269,50002,1.400000
530_2_337,32.71826553,-117.16983795,50003,1.459000
530_2_337,32.71981430,-117.16992188,50004,1.566000
530_2_337,32.72132111,-117.16991425,50005,1.670000
530_2_337,32.72132111,-117.16991425,60001,1.670000
530_2_337,32.72173309,-117.16990662,60002,1.698000
530_2_337,32.72297287,-117.17002106,60003,1.784000
530_2_337,32.72344971,-117.17011261,60004,1.817000
530_2_337,32.72402573,-117.17024994,60005,1.857000
530_2_337,32.72612381,-117.17106628,60006,2.010000
530_2_337,32.72938538,-117.17249298,60007,2.249000
530_2_337,32.73165512,-117.17351532,60008,2.417000
530_2_337,32.73242188,-117.17391968,60009,2.475000
530_2_337,32.73274231,-117.17414856,60010,2.500000
530_2_337,32.73333740,-117.17462921,60011,2.550000
530_2_337,32.73333740,-117.17462921,70001,2.550000
530_2_337,32.73349762,-117.17476654,70002,2.563000
530_2_337,32.73508835,-117.17613220,70003,2.699000
530_2_337,32.73677826,-117.17767334,70004,2.846000
530_2_337,32.73748016,-117.17826843,70005,2.906000
530_2_337,32.73829269,-117.17906952,70006,2.979000
530_2_337,32.73850632,-117.17930603,70007,2.999000
530_2_337,32.73879623,-117.17966461,70008,3.028000
530_2_337,32.73921967,-117.18023682,70009,3.072000
530_2_337,32.73958588,-117.18077087,70010,3.112000
530_2_337,32.74008560,-117.18155670,70011,3.169000
530_2_337,32.74047470,-117.18222046,70012,3.216000
530_2_337,32.74129105,-117.18373108,70013,3.321000
530_2_337,32.74158859,-117.18430328,70014,3.360000
530_2_337,32.74158859,-117.18430328,80001,3.360000
530_2_337,32.74519348,-117.19122314,80002,3.833000
530_2_337,32.74570847,-117.19215393,80003,3.898000
530_2_337,32.74615097,-117.19288635,80004,3.950000
530_2_337,32.74689484,-117.19380188,80005,4.024000
530_2_337,32.74729919,-117.19422150,80006,4.061000
530_2_337,32.75028992,-117.19685364,80007,4.318000
530_2_337,32.75056839,-117.19708252,80008,4.342000
530_2_337,32.75177002,-117.19811249,80009,4.444000
530_2_337,32.75213623,-117.19838715,80010,4.474000
530_2_337,32.75250626,-117.19861603,80011,4.503000
530_2_337,32.75339508,-117.19894409,80012,4.567000
530_2_337,32.75383377,-117.19912720,80013,4.599000
530_2_337,32.75474167,-117.19955444,80014,4.666000
530_2_337,32.75497055,-117.19963837,80015,4.682000
530_2_337,32.75515747,-117.19970703,80016,4.696000
530_2_337,32.75515747,-117.19970703,90001,4.696000
530_2_337,32.75954819,-117.20124817,90002,5.012000
530_2_337,32.75954819,-117.20124817,100001,5.012000
530_2_337,32.75963593,-117.20127869,100002,5.018000
530_2_337,32.75986481,-117.20134735,100003,5.034000
530_2_337,32.76016235,-117.20143890,100004,5.055000
530_2_337,32.76069260,-117.20154572,100005,5.092000
530_2_337,32.76120377,-117.20153809,100006,5.128000
530_2_337,32.76170349,-117.20138550,100007,5.163000
530_2_337,32.76216125,-117.20110321,100008,5.199000
530_2_337,32.76255417,-117.20070648,100009,5.234000
530_2_337,32.76272964,-117.20044708,100010,5.254000
530_2_337,32.76286697,-117.20019531,100011,5.271000
530_2_337,32.76300812,-117.19984436,100012,5.294000
530_2_337,32.76322937,-117.19913483,100013,5.338000
530_2_337,32.76335526,-117.19867706,100014,5.366000
530_2_337,32.76343536,-117.19824219,100015,5.392000
530_2_337,32.76354980,-117.19615173,100016,5.514000
530_2_337,32.76354980,-117.19615173,110001,5.514000
530_2_337,32.76356888,-117.19582367,110002,5.533000
530_2_337,32.76356506,-117.19562531,110003,5.544000
530_2_337,32.76354218,-117.19547272,110004,5.553000
530_2_337,32.76349640,-117.19531250,110005,5.563000
530_2_337,32.76337814,-117.19510651,110006,5.578000
530_2_337,32.76287460,-117.19445038,110007,5.630000
530_2_337,32.76254272,-117.19396210,110008,5.666000
530_2_337,32.76238632,-117.19366455,110009,5.687000
530_2_337,32.76222229,-117.19326019,110010,5.712000
530_2_337,32.76213455,-117.19296265,110011,5.731000
530_2_337,32.76206589,-117.19261932,110012,5.751000
530_2_337,32.76201630,-117.19223785,110013,5.774000
530_2_337,32.76200867,-117.19186401,110014,5.796000
530_2_337,32.76208115,-117.19124603,110015,5.832000
530_2_337,32.76288986,-117.18764496,110016,6.049000
530_2_337,32.76321411,-117.18611908,110017,6.141000
530_2_337,32.76358414,-117.18466187,110018,6.229000
530_2_337,32.76442337,-117.18151855,110019,6.421000
530_2_337,32.76448441,-117.18107605,110020,6.447000
530_2_337,32.76452255,-117.18050385,110021,6.480000
530_2_337,32.76452637,-117.17967224,110022,6.529000
530_2_337,32.76454926,-117.17914581,110023,6.559000
530_2_337,32.76462555,-117.17835236,110024,6.606000
530_2_337,32.76473236,-117.17776489,110025,6.641000
530_2_337,32.76488495,-117.17717743,110026,6.677000
530_2_337,32.76506042,-117.17661285,110027,6.712000
530_2_337,32.76567459,-117.17490387,110028,6.820000
530_2_337,32.76576233,-117.17450714,110029,6.844000
530_2_337,32.76579666,-117.17404175,110030,6.871000
530_2_337,32.76577759,-117.17371368,110031,6.890000
530_2_337,32.76539230,-117.17182159,110032,7.004000
530_2_337,32.76524734,-117.17112732,110033,7.045000
530_2_337,32.76519775,-117.17077637,110034,7.066000
530_2_337,32.76518250,-117.17045593,110035,7.085000
530_2_337,32.76519012,-117.17019653,110036,7.100000
530_2_337,32.76525116,-117.16979218,110037,7.124000
530_2_337,32.76554108,-117.16857147,110038,7.198000
530_2_337,32.76554108,-117.16857147,120001,7.198000
530_2_337,32.76568604,-117.16794586,120002,7.235000
530_2_337,32.76598358,-117.16690063,120003,7.300000
530_2_337,32.76677704,-117.16449738,120004,7.450000
530_2_337,32.76696396,-117.16404724,120005,7.479000
530_2_337,32.76741409,-117.16310883,120006,7.542000
530_2_337,32.76760483,-117.16262054,120007,7.573000
530_2_337,32.76789093,-117.16178894,120008,7.625000
530_2_337,32.76800919,-117.16149139,120009,7.645000
530_2_337,32.76828766,-117.16094208,120010,7.682000
530_2_337,32.76861572,-117.16041565,120011,7.720000
530_2_337,32.76881409,-117.16014862,120012,7.741000
530_2_337,32.76978302,-117.15902710,120013,7.834000
530_2_337,32.77006149,-117.15864563,120014,7.863000
530_2_337,32.77021027,-117.15834808,120015,7.883000
530_2_337,32.77031708,-117.15807343,120016,7.901000
530_2_337,32.77041626,-117.15771484,120017,7.923000
530_2_337,32.77041626,-117.15771484,130001,7.923000
530_2_337,32.77053833,-117.15729523,130002,7.949000
530_2_337,32.77058411,-117.15705872,130003,7.963000
530_2_337,32.77063370,-117.15657806,130004,7.991000
530_2_337,32.77061462,-117.15628052,130005,8.009000
530_2_337,32.77058792,-117.15605164,130006,8.022000
530_2_337,32.77052307,-117.15579224,130007,8.038000
530_2_337,32.77013779,-117.15479279,130008,8.102000
530_2_337,32.77003098,-117.15445709,130009,8.123000
530_2_337,32.76996613,-117.15421295,130010,8.138000
530_2_337,32.76992798,-117.15392303,130011,8.155000
530_2_337,32.76990891,-117.15362549,130012,8.172000
530_2_337,32.76990891,-117.15339661,130013,8.185000
530_2_337,32.76999664,-117.15293121,130014,8.213000
530_2_337,32.77009583,-117.15257263,130015,8.235000
530_2_337,32.77050781,-117.15158844,130016,8.299000
530_2_337,32.77067184,-117.15122986,130017,8.323000
530_2_337,32.77103043,-117.15019226,130018,8.388000
530_2_337,32.77108383,-117.14998627,130019,8.401000
530_2_337,32.77117157,-117.14939880,130020,8.435000
530_2_337,32.77117157,-117.14939880,140001,8.435000
530_2_337,32.77120590,-117.14916229,140002,8.449000
530_2_337,32.77148056,-117.14657593,140003,8.601000
530_2_337,32.77155304,-117.14618683,140004,8.624000
530_2_337,32.77173233,-117.14558411,140005,8.662000
530_2_337,32.77210617,-117.14477539,140006,8.715000
530_2_337,32.77220154,-117.14460754,140007,8.727000
530_2_337,32.77234650,-117.14439392,140008,8.743000
530_2_337,32.77299500,-117.14356232,140009,8.809000
530_2_337,32.77318192,-117.14327240,140010,8.830000
530_2_337,32.77335739,-117.14287567,140011,8.856000
530_2_337,32.77357483,-117.14205933,140012,8.906000
530_2_337,32.77374268,-117.14130402,140013,8.951000
530_2_337,32.77374268,-117.14130402,150001,8.951000
530_2_337,32.77383423,-117.14089203,150002,8.976000
530_2_337,32.77395248,-117.14019012,150003,9.018000
530_2_337,32.77403259,-117.13959503,150004,9.053000
530_2_337,32.77418137,-117.13890076,150005,9.095000
530_2_337,32.77495956,-117.13553619,150006,9.297000
530_2_337,32.77505875,-117.13500977,150007,9.329000
530_2_337,32.77519608,-117.13394928,150008,9.391000
530_2_337,32.77527618,-117.13349915,150009,9.418000
530_2_337,32.77539063,-117.13309479,150010,9.443000
530_2_337,32.77642822,-117.13001251,150011,9.636000
530_2_337,32.77662277,-117.12945557,150012,9.671000
530_2_337,32.77680969,-117.12901306,150013,9.700000
530_2_337,32.77707291,-117.12856293,150014,9.732000
530_2_337,32.77746201,-117.12804413,150015,9.772000
530_2_337,32.77862167,-117.12673950,150016,9.883000
530_2_337,32.77864456,-117.12671661,150017,9.885000
530_2_337,32.77864456,-117.12671661,160001,9.885000
530_2_337,32.77910233,-117.12622833,160002,9.927000
530_2_337,32.77945709,-117.12572479,160003,9.965000
530_2_337,32.77980042,-117.12503052,160004,10.012000
530_2_337,32.78008652,-117.12420654,160005,10.064000
530_2_337,32.78042221,-117.12319183,160006,10.128000
530_2_337,32.78059387,-117.12262726,160007,10.163000
530_2_337,32.78071976,-117.12207031,160008,10.196000
530_2_337,32.78081512,-117.12147522,160009,10.231000
530_2_337,32.78095245,-117.11957550,160010,10.342000
530_2_337,32.78099442,-117.11907196,160011,10.372000
