iter,control,mean_adj,min_adj,max_adj,std_adj,mean_weight,min_weight,max_weight,sd_weight
1,tot_emp,3.699110572063877,1,9.097331716191631,4.674996646060933,1.5865180919949753,1,9.097331716191631,2.0989788771767426
1,pax_arrive,2.2276716245985155,1,3.3474612618239314,1.1774431987746492,11.782189934438671,1,890.2832089110085,71.6651471659532
1,pax_depart,2.3325275874974714,1,3.5700792392230354,1.2876692685830187,22.813318455108988,2.3355536119716156,890.2832089110085,102.80611703813447
1,bus992_depart,0.879804988260709,0.639414964782127,1,0.20818386714878967,22.761739241189595,1.5521820798397787,890.2832089110085,102.8133991108286
1,bus992_arrive,0.9433818061596148,0.8301454184788444,1,0.09806558836433044,22.68611718540006,1.5521820798397787,890.2832089110085,102.45015659308102
1,flyer_depart,0.9456879098511543,0.8370637295534629,1,0.09407129960306188,22.380349149705648,1.5521820798397787,890.2832089110085,101.36238502483414
1,flyer_arrive,0.9215324175255636,0.7645972525766909,1,0.13590983959282502,22.322854394266084,1.5521820798397787,890.2832089110085,101.28266513982815
2,tot_emp,1.0233745267889856,1,1.0701235803669564,0.04048586800140265,22.36605964494787,1.5521820798397787,890.2832089110085,101.27695246536301
2,pax_arrive,0.9037628351637665,0.8458857388312794,1,0.08391318439675755,16.571754273995335,1.5453998055744929,890.2832089110085,76.87612544344499
2,pax_depart,0.9021051248857949,0.8428595037661444,1,0.0854026200705066,10.395568278522601,1.3402407295298326,326.1357450261647,34.036472156791795
2,bus992_depart,0.9677301057609952,0.9031903172829855,1,0.05589309637683059,10.38806006786268,1.2104924497396294,326.1357450261647,34.037696909066796
2,bus992_arrive,0.949753162868399,0.849259488605197,1,0.0870300748315714,10.37621055009784,1.2104924497396294,326.1357450261647,34.02499253529092
2,flyer_depart,0.9289018139502447,0.7867054418507343,1,0.12314567056416083,10.305465489950672,1.2104924497396294,326.1357450261647,33.98814180703953
2,flyer_arrive,0.9068028083112498,0.7204084249337495,1,0.1614222711276512,10.290896839715003,1.113319039826843,326.1357450261647,33.98807368953889
3,tot_emp,1.011529422377225,1,1.0345882671316755,0.01996954533927554,10.3129396131323,1.113319039826843,326.1357450261647,33.98739401788263
3,pax_arrive,0.9079818295886901,0.8484288534830525,1,0.08083281972747385,8.101410620378106,0.9026848524106518,319.1973750302654,26.189888666444478
3,pax_depart,0.9059891796030001,0.844793726139976,1,0.08264310673998648,5.758597680461415,0.9026848524106518,121.64408014226873,12.614682048051368
3,bus992_depart,1.0114127772616688,1,1.0342383317850061,0.019767510072677005,5.760878668382488,0.9026848524106518,121.64408014226873,12.614518506567055
3,bus992_arrive,1.0057136799565705,1,1.0171410398697116,0.009896383982968103,5.761370293507255,0.9026848524106518,121.64408014226873,12.614567193683445
3,flyer_depart,0.8802492277888903,0.6407476833666708,1,0.20741442171524932,5.722651557498599,0.09339352331083184,121.64408014226873,12.618816733750654
3,flyer_arrive,0.8973401750681207,0.6920205252043622,1,0.17781203267814105,5.717583573965071,0.09339352331083184,121.64408014226873,12.620674120148466
4,tot_emp,1.0111366021705013,1,1.033409806511504,0.019289160782990172,5.7388995359673665,0.09339352331083184,121.64408014226873,12.627079443706688
4,pax_arrive,0.9269240902758892,0.8716439363329797,1,0.06600254891207735,4.904289661937432,0.09339352331083184,116.02815613339152,10.14043818459127
4,pax_depart,0.9250867440164678,0.8683872095457729,1,0.06767042479028389,4.0257832930032516,0.08902832089110085,53.34892325482157,6.086222803188036
4,bus992_depart,1.0048447484888632,1,1.0145342454665893,0.008391350532603445,4.02677185104504,0.08902832089110085,53.34892325482157,6.086418181043287
4,bus992_arrive,1.057796880396014,1,1.1733906411880424,0.10010713336487807,4.030895405302499,0.08902832089110085,53.34892325482157,6.087375419105768
4,flyer_depart,0.8327081081660442,0.4981243244981327,1,0.2897580563507283,4.004306133006404,0.08902832089110085,53.34892325482157,6.092945474473945
4,flyer_arrive,0.9593832611264872,0.8781497833794617,1,0.070350255366682,4.003349663870142,0.08902832089110085,53.34892325482157,6.093484334491773
5,tot_emp,1.0107143768615452,1,1.0321431305846356,0.018557845095636648,4.023882570359875,0.08902832089110085,53.34892325482157,6.1134298347054274
5,pax_arrive,0.9639975549414713,0.9279502351976293,1,0.03602490336312188,3.770748913043123,0.08902832089110085,52.41863510859786,5.421754578805438
5,pax_depart,0.9633106143353046,0.9269373254385,1,0.03653236293199382,3.508000494190077,0.08902832089110085,35.870510770950226,4.473177535401487
5,bus992_depart,0.9973242711378701,0.9919728134136103,1,0.004634498336487434,3.50744140604837,0.08902832089110085,35.870510770950226,4.472931541028567
5,bus992_arrive,1.0136049307911792,1,1.0408147923735374,0.023564431363780478,3.508566603424016,0.08902832089110085,35.870510770950226,4.473516545139398
5,flyer_depart,0.9338818323121976,0.8016454969365927,1,0.11452002573863265,3.503560705250545,0.08902832089110085,35.870510770950226,4.47542246997164
5,flyer_arrive,1.0154174141210093,1,1.0462522423630278,0.02670374457891793,3.5038502380518004,0.08902832089110085,35.870510770950226,4.4752288233587745
6,tot_emp,1.002437040880909,1,1.0073111226427265,0.004221078625856505,3.508635683031493,0.08902832089110085,35.870510770950226,4.4823539454447765
6,pax_arrive,0.9933637550954704,0.9840825685959269,1,0.008281783784705989,3.4721346128712662,0.08902832089110085,35.870510770950226,4.3824261344785125
6,pax_depart,0.9934983684312212,0.9845436219747841,1,0.008014875850793489,3.4356976668367505,0.08902832089110085,33.182750091041584,4.26437454032693
6,bus992_depart,0.9989599569794912,0.9968798709384736,1,0.0018014073535786222,3.435481477982573,0.08902832089110085,33.182750091041584,4.264269969685443
